ID	Average Num Places Added In Each Step	Average LPMs In Local Tree	Total number of lpms in Main Tree	Number of passed trace variants	Main Tree average width	Main Tree average width	Main Tree average height	Total number of Main Tree nodes
96538696-3a9a-406c-8458-2ea6ba7d60c9	1	159	9108	2	2.5608695652173914	22	4	590
ab6ce19d-151e-44b7-b81a-cda800cffaea	1	158	9033	2	2.526086956521739	22	4	582
5be4eff2-b09f-4132-a204-fbad753a0651	1	0	19	159	0	526	1	0	16	2	2.5608695652173914	22	4	590
2b7d222d-183f-4c88-b32a-6b828fe77e82	1	0	19	159	0	526	0	0	15	2	2.5608695652173914	22	4	590
5e6175f3-0fe2-4809-9d5a-e513f266ec3d	1	0	19	159	0	526	1	0	22	2	2.5608695652173914	22	4	590
021b1b5a-8d32-47cd-b456-c24c6c675c75	1	0	19	159	0	526	1	0	16	2	2.5608695652173914	22	4	590
4048b458-1d61-4632-9137-0b05068d338e	1	0	19	159	0	526	1	0	16	2	2.5608695652173914	22	4	590
51d309db-44e8-4116-ac7a-8cb6f0c2bb58	1	0	19	159	0	526	1	0	16	2	2.491304347826087	22	4	574
225892a8-d21a-416f-8769-fc661e185985	1	0	13	217	0	3215	0	0	16	96	2.8746203904555316	47	5	6627
51a170a7-6f02-47e9-890a-9eb815695513	1	0	20	83	0	442	0	0	15	2	2.7569060773480665	24	4	500
2b90ab02-ec9d-4294-8aef-cda0625d10b7	1	0	20	83	0	442	14	0	71	2	2.7569060773480665	24	4	500
7642d6fb-39cc-4cd6-8257-a1af991552a4	1	0	20	83	0	442	0	0	11	2	2.7569060773480665	24	4	500
4ca873e1-8416-4d83-8d44-8b990b22863f	1	0	20	83	0	442	0	0	8	2	2.7569060773480665	24	4	500
1aa406c2-c373-4abd-b089-8ae3c8132a35	1	0	19	159	0	526	0	0	8	2	2.7844827586206895	24	4	647
661bb7a8-757c-410d-9fe8-767bd37b3044	1	0	19	273	0	584	1	0	11	2	2.8141263940520447	24	4	758
29224181-7734-47c3-8686-67802e7c9f8f	1	0	18	311	0	614	1	0	16	2	2.816849816849817	24	4	770
ee3cfb13-36ad-47c3-8735-c0d6443bf8d1	1	0	18	334	0	628	4	0	40	2	2.857142857142857	24	4	781
89391429-d43a-4cce-bc8d-b9d10da6377a	1	0	29	410	0	5870	12	0	88	2	2.8276959808993234	47	5	7107
3731e7c8-cc0d-41f0-b514-44b3d6a94178	2	0	29	756	0	5810	31	0	306	2	2.8209538702111026	48	5	7217
460bec9a-5061-4c71-bf25-7860ab27e528	2	0	29	1235	0	5862	34	0	398	2	2.795785440613027	48	5	7298
82c61024-1990-43ed-8e44-17c12f6f3d2c	2	0	29	2443	0	5791	43	0	455	2	2.8229533881707796	48	5	7208
de7c9aa4-81b5-4c7b-b53a-b166e8183260	2	0	29	3742	0	5792	43	0	415	2	2.787936995774107	48	5	7258
d31d39c5-8c53-443a-9456-1f2f83eff4b3	2	0	24	83	0	442	0	0	1	2	2.7569060773480665	24	4	500
ebf43a69-922f-46c8-9337-af004fba7b69	2	0	24	159	0	526	1	0	8	2	2.75	24	4	639
16a7a413-4fad-4cd4-8165-b157270e59a2	2	0	24	273	0	584	1	0	8	2	2.802197802197802	24	4	766
7ba6ebea-3d74-4765-9290-4f7001331851	2	0	24	304	0	614	2	0	24	2	2.8315018315018317	24	4	774
77fa4f21-6d67-4bd9-9e73-5fee2ea52591	2	0	24	329	0	628	6	0	64	2	2.827838827838828	24	4	773
569ce37e-aef7-4512-a17a-7f80e00930cc	2	0	37	468	0	10841	19	0	151	2	2.7116112747160286	55	5	12892
cfb32610-753b-4b9d-aaf3-d99e519307aa	2	0	37	1123	0	10584	60	0	687	2	2.685773624091381	55	5	12933
b7786976-567e-4bde-af53-d6059d10826b	2	0	37	2033	0	10751	48	0	526	2	2.682429677945373	56	5	13161
6ee1cc4b-ad12-4672-8728-f4e9e8c8ef99	2	0	37	4369	0	10742	70	0	977	2	2.6949886574551454	56	5	13069
c5a73c4f-ec9d-466c-9fa3-3bc97a1b5043	1	0	20	83	0	442	0	0	3	2	2.7569060773480665	24	4	500
fbc8817b-36cc-49e0-be04-e55504ae255d	1	0	20	160	0	526	0	0	11	2	2.7844827586206895	24	4	647
a726807a-305d-4189-84aa-4efeac15dc7d	1	0	21	273	0	584	1	0	11	2	2.802197802197802	24	4	766
d760a5e2-a4a0-4698-9c17-90ac5725b2ab	1	0	21	309	0	614	1	0	11	2	2.816849816849817	24	4	770
d848f157-63a3-4b2f-a6c4-2090c1bb264d	1	0	21	323	0	628	4	0	45	2	2.8424908424908426	24	4	777
845ac9f4-9998-4f35-af65-38cd85b9fdad	2	0	29	422	0	6484	15	0	102	2	2.8202781844802343	47	5	7706
e4f1b264-74cd-4f02-95dd-db3368477e74	2	0	29	802	0	6373	41	0	593	2	2.736842105263158	47	5	7957
4069bb5c-493a-44cc-ac12-5df84abaf83e	2	0	29	1348	0	6500	37	0	368	2	2.763898421413864	48	5	8055
b7b365db-e53d-4964-b693-1ad0c9fc0d87	2	0	29	2758	0	6537	48	0	496	2	2.7725409836065573	48	5	8119
63582617-4b84-4b44-aa7e-7cfbfbb83c64	2	0	29	4238	0	6440	54	0	879	2	2.748042219952332	48	5	8072
bde5a449-711b-4a6e-a23a-ea067baf073a	2	0	24	83	0	442	0	0	1	2	2.7569060773480665	24	4	500
9069287c-a000-415d-b3f3-1019e6dc3dac	2	0	24	159	0	526	0	0	8	2	2.7155172413793105	24	4	631
c21e0047-5e9b-4628-a75a-63a52c8c50db	2	0	24	273	0	584	1	0	16	2	2.802197802197802	24	4	766
b304a6ba-012d-4e16-99ab-3e2a9aec6872	2	0	24	307	0	619	2	0	24	2	2.816849816849817	24	4	770
0c993810-ff92-43e4-88b4-feb8a05882e8	2	0	24	321	0	628	6	0	56	2	2.8461538461538463	24	4	778
1cb26898-d7d2-48d5-98f5-aeccfddf951b	2	0	33	454	0	8931	23	0	144	2	2.701038763617938	51	5	10662
d36f0843-e7c4-477b-a47c-e8de2d1c7656	2	0	33	1007	0	9057	47	0	447	2	2.7147023086269746	52	5	11172
1ee8a9ea-fe4c-483d-95df-ded28d3110bc	2	0	33	1777	0	9133	47	0	440	2	2.710687209586696	52	5	11085
63d1c074-4289-4362-8b28-160f85725997	2	0	33	3739	0	8961	55	0	446	2	2.704934049829018	52	5	11075
072189c8-6ba7-4489-9500-10ab3005e872	2	0	33	5886	0	9113	53	0	513	2	2.734126984126984	52	5	11025
1fbe6bc7-a6c7-484d-ae7f-a775c188fecb	2	0	24	83	0	442	0	0	1	2	2.7569060773480665	24	4	500
ece9b401-d5c9-40ee-8927-353fb4918124	2	0	24	159	0	526	0	0	7	2	2.7844827586206895	24	4	647
bdd3b8a5-79a4-4b06-8d6e-83cab4543793	2	0	24	272	0	584	0	0	4	2	2.8141263940520447	24	4	758
a82fcedd-6296-4f0c-9b08-ae67753afeb4	2	0	24	304	0	614	1	0	21	2	2.8315018315018317	24	4	774
1d81c695-1d23-4529-b456-05dd3886c47e	2	0	24	324	0	628	5	0	50	2	2.857142857142857	24	4	781
55650cee-c77b-41d0-a595-9a3ad0b6dc0a	2	0	33	454	0	8997	20	0	136	2	2.7326175869120655	52	5	10691
d03e2f98-925f-4f36-9036-15df2096dda5	2	0	33	1023	0	9223	46	0	482	2	2.730050933786078	51	5	11257
dbcce1b2-921c-43af-a5df-7d3bd2145785	2	0	33	1756	0	8932	46	0	499	2	2.7319329832458115	51	5	10926
dcd4137e-3e14-468d-8536-fd109a818fd2	2	0	33	3742	0	9066	54	0	651	2	2.718788781335319	52	5	10955
f88c843b-d22c-4660-a7fb-0658c21e0b08	2	0	33	5824	0	9006	52	0	487	2	2.720347394540943	51	5	10964
61f63354-ca35-4b5d-8bae-03bb69f50ebf	2	0	24	83	0	442	0	0	1	2	2.7569060773480665	24	4	500
3eceee60-609c-4dda-a2db-817db33a5cb0	2	0	24	159	0	526	0	0	6	2	2.7844827586206895	24	4	647
312e0913-f188-4859-9582-f29b85bb8b26	2	0	24	273	0	584	1	0	4	2	2.802197802197802	24	4	766
766e91a7-17e2-4196-93d4-7acaa7aaa6f5	2	0	24	309	0	614	1	0	16	2	2.816849816849817	24	4	770
f2c846b4-1244-4777-aa0e-c6a7776f0980	2	0	24	328	0	628	6	0	58	2	2.869888475836431	24	4	773
f5a933d9-e754-4006-a9f0-9080f3af69a5	2	0	33	455	0	8930	19	0	135	2	2.723573073969798	51	5	10642
9e7fb6d9-1ae0-45a9-8c02-9b1dd42be31a	2	0	33	1011	0	9060	46	0	492	2	2.7235653235653237	51	5	11154
78b4e6a2-4ac6-46df-a4a5-19d40aa31313	2	0	33	1770	0	9041	46	0	444	2	2.7304947083435884	51	5	11095
81ee513a-f8fc-4fcc-9ac3-0fab25c8d1cc	2	0	33	3755	0	9037	50	0	512	2	2.7243163340724315	52	5	11059
6c66faba-ca11-4d52-9d23-995df23295f0	2	0	33	5821	0	8982	64	0	968	2	2.7191205533596836	51	5	11008
a699ad12-370e-43ef-8d54-b30a6e07c189	2	0	24	83	0	442	0	0	1	2	2.7569060773480665	24	4	500
cd9e9a48-2bb6-4727-9951-6f776930c0ed	2	0	24	159	0	526	0	0	8	2	2.7844827586206895	24	4	647
d56eb610-5895-4d25-bea6-3ab1d20afb04	2	0	24	271	0	584	1	0	8	2	2.802197802197802	24	4	766
57786f61-917b-488e-937c-c86605ffd273	2	0	24	308	0	614	2	0	16	2	2.816849816849817	24	4	770
18ca51e6-7521-4372-8073-69679e93b965	2	0	24	326	0	628	5	0	56	2	2.802197802197802	24	4	766
3916dea9-a3be-4ba2-bcff-c83de522f3ac	2	0	33	451	0	8964	19	0	136	2	2.727342549923195	51	5	10654
ecb836aa-eb98-4b04-820e-17b946851d9c	2	0	33	1002	0	9017	46	0	451	2	2.720363994097393	52	5	11062
2a2a266c-282d-4e9a-936c-a0dd8d92f86c	2	0	33	1766	0	9014	54	0	545	2	2.6972632598692177	52	5	11138
b74bf449-6d38-4203-a96d-330e29c32169	2	0	33	3748	0	9012	48	0	450	2	2.7370915440259416	52	5	10974
c77a01ca-e5ce-4223-85e1-89b919ce03fa	2	0	33	5869	0	9045	53	0	532	2	2.717114914425428	51	5	11114
03324868-1129-49b2-a28a-d6b2c998446c	2	0	24	83	0	442	0	0	1	2	2.7569060773480665	24	4	500
f553ad97-6544-4d10-a4da-9f10aefafe11	2	0	24	159	0	526	0	0	7	2	2.7844827586206895	24	4	647
97db1c39-63f0-400a-8c8d-3dc55f385e8e	2	0	24	271	0	584	1	0	28	2	2.8141263940520447	24	4	758
0d027c3a-055b-4527-af03-de5b3e1cee41	2	0	24	311	0	614	1	0	14	2	2.8315018315018317	24	4	774
51fc588a-a3cb-4f9a-abdb-ce008e897d23	2	0	24	332	0	628	6	0	63	2	2.857142857142857	24	4	781
c2ce7055-ad6b-404f-913d-db240b030b6e	2	0	33	456	0	9030	22	0	140	2	2.742813533452048	52	5	10783
29fdfbf8-51f2-42af-b528-a66c9df5b009	2	0	33	996	0	8892	49	0	493	2	2.723648813890927	51	5	11138
80028983-8c01-4899-958d-a3013f69dd7d	2	0	33	1766	0	9046	46	0	489	2	2.729238329238329	52	5	11109
c6e2abdc-c70d-4fff-a300-dfe6eb73bf23	2	0	33	3758	0	9117	48	0	482	2	2.707669688801764	51	5	11051
1f6eb320-552d-4b46-bc70-2df117ff14a3	2	0	33	5816	0	8977	57	0	662	2	2.6969623329283112	52	5	11099
d98b2df4-5c00-4685-9efe-e99983e6b1b7	2	0	24	83	0	442	0	0	7	2	2.7569060773480665	24	4	500
3d0c2f09-7554-4f07-aa6c-824f409ea1c5	2	0	24	159	0	526	1	0	7	2	2.7844827586206895	24	4	647
a2a183f2-6d0e-4ff1-9949-2428c1d6bc88	2	0	24	272	0	584	0	0	7	2	2.802197802197802	24	4	766
acc1d963-6413-4e88-90a8-d79eff03f81f	2	0	24	308	0	614	2	0	21	2	2.8315018315018317	24	4	774
a51c4dbd-62e1-468e-a4b6-604250aebf5a	2	0	24	332	0	628	6	0	63	2	2.8461538461538463	24	4	778
c2ed1c5c-7857-4a8a-90c0-9dee6b579e4e	1	0	20	83	0	442	0	0	7	2	2.7569060773480665	24	4	500
785a299a-ac49-4704-992c-168278762a05	1	0	20	160	0	526	0	0	9	2	2.75	24	4	639
4870f481-120c-4061-86a9-125104da66f3	1	0	21	275	0	584	1	0	8	2	2.772893772893773	24	4	758
4d5e7e2f-f4e3-43bd-9f01-86ba935ffc88	1	0	21	308	0	614	2	0	17	2	2.828996282527881	24	4	762
e2527783-c90d-4819-8da7-b014b29f4189	1	0	21	323	0	628	4	0	42	2	2.857142857142857	24	4	781
