ID	Average Num Places Added In Each Step	Average LPMs In Local Tree	Total number of lpms in Main Tree	Number of passed trace variants	Main Tree average width	Main Tree average width	Main Tree average height	Total number of Main Tree nodes
203bba37-fddf-450c-8fec-837d62213bd0	0	2	149	2	1.875	8	4	31
22eda992-a1ef-4f9d-a9f2-3fb85291819e	0	9	524	2	1.4761904761904763	8	8	125
c17df96f-6ee8-4f25-bd28-a51fa6e1f9b3	0	5	380	2	2.0555555555555554	9	4	38
69b8d554-f545-423e-8323-5652ff10d0df	0	19	1303	2	1.6382978723404256	6	10	232
58477d99-9384-4f9a-89e8-34c09240978f	0	1	73	2	2.0	6	3	17
be79715f-e7d4-491d-92dc-8cfddbd2432b	0	4	259	2	1.5666666666666667	10	7	95
a1d8eba0-d177-4832-99b5-88d368d7a36c	0	2	149	2	2.066666666666667	8	4	32
24aaaba7-5b05-4ae5-bc9a-2fd7239e6a0b	0	9	524	2	1.6025641025641026	7	8	126
128be2a0-1a4d-439b-b7db-5f2eb2ebd5f9	0	5	380	2	2.0	9	4	41
03294276-7d02-4399-806b-70e56ec8d866	0	19	1303	2	1.5248618784530388	9	10	277
ff991882-389c-4e95-b710-f530f6f515b3	0	1	73	2	2.2857142857142856	6	3	17
9ad44982-403a-4605-9ca5-b2963d9c19e8	0	4	259	2	1.6458333333333333	8	7	80
e99c2cca-3136-466c-b7fc-83778f2b7de3	0	2	149	2	2.0	8	4	31
1585f3fc-984d-4f8f-911d-aae06882aad4	0	9	524	2	1.5316455696202531	7	8	122
de421092-872a-4f4f-bbe7-4d76aab52e43	0	5	380	2	1.8181818181818181	9	4	41
159f24f0-26a7-4ad9-ac6f-43eb16c46836	0	19	1305	2	1.5703703703703704	6	10	213
c0c029c4-9d32-4203-a52b-d1e9a39b960b	0	0	24	11973	1.0	1	1	2
dd28b824-5efd-4896-b16c-a1ae53267711	0	0	24	11973	1.0	1	1	2
707104af-4e13-4076-940c-c66e14c94cd7	0	4	8521	96	2.0	8	6	53
0d9b5fae-2dd2-4867-997e-60f3bfb83885	0	4	10003	96	1.5	13	8	301
ce0438ad-cdf6-4ccc-bfc2-45ffd9297c45	0	5	13163	96	1.7377049180327868	9	8	107
b7bca027-c6cb-4935-8a67-33016e1fd550	0	8	18960	96	1.3793677204658903	14	12	830
195e4682-210a-4d17-8e30-aa2d6470f629	0	10	28120	96	2.15	8	8	87
687d7e6f-e2e5-4596-97d5-50de0f1e9ac7	0	20	55291	96	1.3369815668202765	14	16	2322
b8c4ead0-3d7c-43c0-b90f-a2967eb35287	0	4	8521	96	2.037037037037037	9	6	56
a69858fc-555b-423d-b964-c8203e6578db	0	4	10003	96	1.477832512315271	11	8	301
5e2f9381-1002-4c2f-9825-6c67f8ee0d0f	0	5	13162	96	1.9069767441860466	8	8	83
599fc115-9bb9-425d-bf82-aeab13371af1	0	8	18960	96	1.4439746300211416	11	12	684
1a543bd4-c198-444e-aac6-8be0013d309c	0	10	28126	96	1.88	8	8	95
83eecd41-0842-43f1-9abd-a18692eac9e1	0	20	55291	96	1.3107966457023061	15	16	2502
f03ebbaa-bea7-4a3c-9884-2adf9e8a329b	0	4	8521	96	2.0714285714285716	9	6	59
f36588d7-3abd-418e-aaf4-0a117dccecc3	0	4	10003	96	1.4220183486238531	16	8	311
d433717c-53d9-4ccd-9fe6-1f4f02a7fe96	0	5	13161	96	1.816326530612245	9	8	90
84bd8875-bd47-4a96-82ef-366a8cb474e0	0	8	18960	96	1.4219409282700421	13	12	675
581bb0b4-d0c9-4b4f-8c29-f162fe2a4c17	0	10	28083	96	2.1219512195121952	8	8	88
5eda83a4-7a59-4901-a35a-ce49f5f1e8ef	0	20	55291	96	1.386117136659436	12	16	1918
d289afc8-2b3d-4504-9769-cd52850218f3	0	0	8142	11973	1.6363636363636365	6	4	19
5ac4c315-d361-4c57-9504-6407623bf859	0	0	12647	11973	1.5833333333333333	7	4	20
3458a9b5-d28e-4394-a469-a36454daf9f4	0	0	23397	11973	1.6666666666666667	7	4	21
bdd2e545-d5d7-4549-8f93-3748e326009b	0	0	55855	11973	1.4850746268656716	28	8	200
2df15beb-1608-4984-9fef-59258b569942	0	0	99308	11973	1.3963133640552996	27	12	304
34d1662a-4a41-4ceb-a39b-80a1ebf8363b	0	0	211469	11973	1.3113207547169812	29	14	418
34e044c0-5774-419c-afb8-e9274b53ab8d	0	0	243973	11973	1.5399305555555556	50	8	888
88f208cf-4dee-46e7-b7df-6bd5ab4ecbd1	0	1	458042	11973	1.4406165004533091	43	12	1590
4877ba0b-f40d-45e3-8f21-fbfb9183aae7	0	2	1153043	11973	1.320917858330562	48	17	3973
5382042c-74cb-472c-8d83-78cb2f6ec671	0	12	56618	231	1.3089005235602094	14	16	751
2fc79e8b-ce3a-473f-af17-2feee975e3f7	0	12	56363	231	1.4022038567493114	16	16	510
793b56e6-1c0c-4e39-b7ee-381d9a1f0d67	0	12	56364	231	1.306910569105691	14	16	644
d96424ea-25e8-4f47-801c-9e8969d7f93a	0	9	40665	226	1.4355828220858895	11	14	469
9b43f703-7ed2-43f7-90c0-d98a123e354b	0	9	40381	226	1.3246445497630333	14	14	560
38cc7630-04b4-494b-8c59-2b3465b62770	0	9	40663	226	1.3591731266149871	12	14	527
0a26ab7f-2adc-4ac3-a654-b0eb78b164f6	0	9	1372148	2983	1.3482045701849836	26	14	1240
6168d42e-a6ff-4f1f-ba13-00c14f10ff9a	0	9	1584848	3436	1.3265895953757225	27	14	1378
8c06c9c1-96be-4c80-999c-e04b18452a0e	0	9	1461725	3179	1.3297137216189536	24	14	1348
f46ab800-6719-47ca-bd1b-6b31a96369c3	0	15	983	2	1.540983606557377	7	9	189
1dc11354-b187-4da0-a466-ffc0c0af0fdd	0	15	983	2	1.575	7	9	190
5b8af0c9-f00f-4df4-b5e4-7acf5fa74853	0	15	983	2	1.53125	6	9	197
d8c0dd0d-eea3-4596-b268-0aeb14351ff3	0	15	38255	96	1.4048913043478262	11	14	1552
54c54512-e4ca-4daf-b0cf-ecdf1fecfa50	0	15	38255	96	1.2837116154873165	16	14	1924
fd7f4773-2ea9-43ef-b2ad-d2dd9bccf459	0	15	38255	96	1.3573883161512028	10	14	1581
4c80cf45-d31f-4cf5-9c16-b18a9b3d3d3a	0	0	32599	11973	1.4651162790697674	7	10	64
6b803c30-4096-493d-a274-b6720b83ebe4	0	0	167318	11973	1.3558718861209964	28	14	382
a29e7c4b-0cc5-49eb-9458-e753d9851096	0	1	856768	11973	1.3313227057302888	47	16	3091
daf22ad8-6597-44f2-8ad5-e5bf4b1e3381	0	0	19296	11973	1.6666666666666667	7	4	21
8191fedd-8e43-4eb2-9f2d-65eb0c174359	0	9	1529467	3322	1.309608540925267	27	14	1473
8107b667-d960-4648-88d2-cd0ec4e2f67f	0	0	92889	4366	1.6	6	5	33
ffee73e3-9700-4c63-aaec-425a91ed46dc	0	0	183106	4366	1.5416666666666667	6	5	38
421b82ff-0d81-468a-b376-00f6a980e16a	0	1	297370	4366	1.6176470588235294	6	5	56
f47fc215-db47-4b67-b704-c0f5f2303527	0	2	497388	4366	1.641025641025641	7	5	65
f532545b-cab9-4a9d-aa15-a5cbbd72e4a3	0	0	0	2	NaN	-1	0	1
e1f28d5a-3326-4971-9e9e-ec2212f25e39	0	32	1833	2	2.094017094017094	9	6	246
fc0757d7-faee-40c5-8c0b-f08df1450796	0	68	3909	2	1.8060046189376444	15	7	783
30319b46-3c1e-4e65-aa2f-201c4811f547	0	3	802827	4366	1.5258620689655173	15	8	178
f079b94b-7426-45d7-9477-723a1891e98a	0	2	545277	4366	1.5	14	8	139
d665ad53-d481-44ab-a30f-ecf26d00d538	0	1	259551	4366	1.6818181818181819	14	7	75
af1240a4-4a92-4314-a1f6-2329f20b2cf6	0	0	130480	4366	1.7692307692307692	12	5	47
2b5cfca6-e249-495e-ba52-6d54f736aedc	0	0	32	11973	2.0	2	1	3
7924e517-498e-44f8-9731-30b0543de4c3	0	0	48	11973	2.0	2	1	3
43ae6fa9-ad6b-4e75-a660-4004fadb937c	0	0	72	11973	2.0	2	1	3
f6aee530-408b-4226-b1cf-d38087a04fdc	0	0	88	11973	2.0	2	1	3
a3f9437a-ff3c-42b6-8d92-01830a599367	1	542	1088787	96	2.507721104351895	42	6	10719
1151b6f2-0a5f-42f9-aa94-2347c94b3dbe	1	543	1090750	96	2.5543351250292123	47	6	10931
