ID	Event Log Name	Trace Variant (tv) Count	Activities Count	tv Sum	tv Average Size	Window size	All windows count	Distinct windows count
8d2f7670-6419-47f9-ac68-26dcfd9dd491	long-term-dependency	8	12	62	7	0	106	68
